step,x,y,type,pole,arc_deg
580,159.171,125.5811,wrap,4,0
581,161.8514,126.3431,wrap,4,0
582,164.5682,126.9632,wrap,4,0
583,167.3138,127.4397,wrap,4,0
584,170.0807,127.7712,wrap,4,0
585,172.8611,127.9568,wrap,4,0
586,175.6475,127.996,wrap,4,0
587,178.432,127.8888,wrap,4,0
588,181.2071,127.6353,wrap,4,0
589,183.9651,127.2363,wrap,4,0
590,186.6982,126.6929,wrap,4,0
591,189.399,126.0066,wrap,4,0
592,192.06,125.1792,wrap,4,0
593,194.6738,124.2132,wrap,4,0
594,197.2333,123.1111,wrap,4,0
595,199.7313,121.8761,wrap,4,0
596,202.1609,120.5114,wrap,4,0
597,204.5154,119.0209,wrap,4,0
598,206.7884,117.4087,wrap,4,0
599,208.9734,115.6793,wrap,4,0
600,211.0646,113.8375,wrap,4,0
601,213.056,111.8882,wrap,4,0
602,214.9422,109.837,wrap,4,0
603,216.7181,107.6895,wrap,4,0
604,218.3786,105.4516,wrap,4,0
605,219.9191,103.1296,wrap,4,0
606,221.3355,100.7297,wrap,4,0
607,222.6238,98.2588,wrap,4,0
608,223.7805,95.7235,wrap,4,0
609,224.8023,93.131,wrap,4,0
610,225.6864,90.4883,wrap,4,0
611,226.4304,87.8028,wrap,4,0
612,227.0322,85.082,wrap,4,0
613,227.4902,82.3332,wrap,4,0
614,227.8031,79.5642,wrap,4,0
615,227.97,76.7826,wrap,4,0
616,227.9905,73.996,wrap,4,0
617,227.8645,71.2122,wrap,4,0
618,227.5923,68.4389,wrap,4,0
619,227.1748,65.6837,wrap,4,0
620,226.613,62.9543,wrap,4,0
621,225.9085,60.2582,wrap,4,0
622,225.0633,57.6028,wrap,4,0
623,224.0797,54.9955,wrap,4,0
624,222.9605,52.4435,wrap,4,0
625,221.7086,49.9539,wrap,4,0
626,220.3276,47.5335,wrap,4,0
627,218.8213,45.1891,wrap,4,0
628,217.1939,42.927,wrap,4,0
629,215.4498,40.7537,wrap,4,0
630,213.5939,38.675,wrap,4,0
631,211.6313,36.6967,wrap,4,0
632,209.5675,34.8243,wrap,4,0
633,207.4081,33.063,wrap,4,0
634,205.1591,31.4176,wrap,4,0
635,202.8267,29.8926,wrap,4,0
636,200.4174,28.4924,wrap,4,0
637,197.9378,27.2208,wrap,4,0
638,195.3949,26.0812,wrap,4,0
639,192.7955,25.0769,wrap,4,0
640,190.1469,24.2105,wrap,4,0
641,187.4565,23.4846,wrap,4,0
642,184.7317,22.9011,wrap,4,0
643,181.9799,22.4616,wrap,4,0
644,179.2088,22.1674,wrap,4,0
645,176.4261,22.0192,wrap,4,0
646,173.6395,22.0175,wrap,4,0
647,170.8566,22.1622,wrap,4,0
648,168.0852,22.453,wrap,4,0
