step,x,y,type,pole,arc_deg
298,143.8474,117.8779,wrap,4,0
299,141.646,116.1887,wrap,4,0
300,139.5361,114.3867,wrap,4,0
301,137.5233,112.4767,wrap,4,0
302,135.6133,110.4639,wrap,4,0
303,133.8113,108.354,wrap,4,0
304,132.1221,106.1526,wrap,4,0
305,130.5505,103.8659,wrap,4,0
306,129.1007,101.5,wrap,4,0
307,127.7767,99.0615,wrap,4,0
308,126.5821,96.557,wrap,4,0
309,125.5202,93.9935,wrap,4,0
310,124.594,91.3779,wrap,4,0
311,123.8059,88.7174,wrap,4,0
312,123.1582,86.0193,wrap,4,0
313,122.6525,83.291,wrap,4,0
314,122.2903,80.54,wrap,4,0
315,122.0726,77.7738,wrap,4,0
316,122.0,75.0,wrap,4,0
317,122.0726,72.2262,wrap,4,0
318,122.2903,69.46,wrap,4,0
319,122.6525,66.709,wrap,4,0
320,123.1582,63.9807,wrap,4,0
321,123.8059,61.2826,wrap,4,0
322,124.594,58.6221,wrap,4,0
323,125.5202,56.0065,wrap,4,0
324,126.5821,53.443,wrap,4,0
325,127.7767,50.9385,wrap,4,0
326,129.1007,48.5,wrap,4,0
327,130.5505,46.1341,wrap,4,0
328,132.1221,43.8474,wrap,4,0
329,133.8113,41.646,wrap,4,0
330,135.6133,39.5361,wrap,4,0
331,137.5233,37.5233,wrap,4,0
332,139.5361,35.6133,wrap,4,0
333,141.646,33.8113,wrap,4,0
334,143.8474,32.1221,wrap,4,0
335,146.1341,30.5505,wrap,4,0
336,148.5,29.1007,wrap,4,0
337,150.9385,27.7767,wrap,4,0
338,153.443,26.5821,wrap,4,0
339,156.0065,25.5202,wrap,4,0
340,158.6221,24.594,wrap,4,0
341,161.2826,23.8059,wrap,4,0
342,163.9807,23.1582,wrap,4,0
343,166.709,22.6525,wrap,4,0
344,169.46,22.2903,wrap,4,0
345,172.2262,22.0726,wrap,4,0
346,175.0,22.0,wrap,4,0
347,177.7738,22.0726,wrap,4,0
348,180.54,22.2903,wrap,4,0
349,183.291,22.6525,wrap,4,0
350,186.0193,23.1582,wrap,4,0
351,188.7174,23.8059,wrap,4,0
352,191.3779,24.594,wrap,4,0
353,193.9935,25.5202,wrap,4,0
354,196.557,26.5821,wrap,4,0
355,199.0615,27.7767,wrap,4,0
356,201.5,29.1007,wrap,4,0
357,203.8659,30.5505,wrap,4,0
358,206.1526,32.1221,wrap,4,0
359,208.354,33.8113,wrap,4,0
360,210.4639,35.6133,wrap,4,0
361,212.4767,37.5233,wrap,4,0
362,214.3867,39.5361,wrap,4,0
363,216.1887,41.646,wrap,4,0
364,217.8779,43.8474,wrap,4,0
365,219.4495,46.1341,wrap,4,0
366,220.8993,48.5,wrap,4,0
367,222.2233,50.9385,wrap,4,0
368,223.4179,53.443,wrap,4,0
369,224.4798,56.0065,wrap,4,0
370,225.406,58.6221,wrap,4,0
371,226.1941,61.2826,wrap,4,0
372,226.8418,63.9807,wrap,4,0
373,227.3475,66.709,wrap,4,0
374,227.7097,69.46,wrap,4,0
375,227.9274,72.2262,wrap,4,0
376,228.0,75.0,wrap,4,0
377,227.9274,77.7738,wrap,4,0
378,227.7097,80.54,wrap,4,0
379,227.3475,83.291,wrap,4,0
380,226.8418,86.0193,wrap,4,0
381,226.1941,88.7174,wrap,4,0
382,225.406,91.3779,wrap,4,0
383,224.4798,93.9935,wrap,4,0
384,223.4179,96.557,wrap,4,0
385,222.2233,99.0615,wrap,4,0
386,220.8993,101.5,wrap,4,0
387,219.4495,103.8659,wrap,4,0
388,217.8779,106.1526,wrap,4,0
389,216.1887,108.354,wrap,4,0
390,214.3867,110.4639,wrap,4,0
391,212.4767,112.4767,wrap,4,0
392,210.4639,114.3867,wrap,4,0
393,208.354,116.1887,wrap,4,0
394,206.1526,117.8779,wrap,4,0
395,203.8659,119.4495,wrap,4,0
396,201.5,120.8993,wrap,4,0
397,199.0615,122.2233,wrap,4,0
398,196.557,123.4179,wrap,4,0
399,193.9935,124.4798,wrap,4,0
400,191.3779,125.406,wrap,4,0
401,188.7174,126.1941,wrap,4,0
402,186.0193,126.8418,wrap,4,0
403,183.291,127.3475,wrap,4,0
404,180.54,127.7097,wrap,4,0
405,177.7738,127.9274,wrap,4,0
406,175.0,128.0,wrap,4,0
407,172.2262,127.9274,wrap,4,0
408,169.46,127.7097,wrap,4,0
409,166.709,127.3475,wrap,4,0
410,163.9807,126.8418,wrap,4,0
411,161.2826,126.1941,wrap,4,0
412,158.6221,125.406,wrap,4,0
413,156.0065,124.4798,wrap,4,0
414,153.443,123.4179,wrap,4,0
415,150.9385,122.2233,wrap,4,0
416,148.5,120.8993,wrap,4,0
417,146.1341,119.4495,wrap,4,0
418,143.8474,117.8779,wrap,4,0
419,141.646,116.1887,wrap,4,0
420,139.5361,114.3867,wrap,4,0
421,137.5233,112.4767,wrap,4,0
422,135.6133,110.4639,wrap,4,0
423,133.8113,108.354,wrap,4,0
424,132.1221,106.1526,wrap,4,0
425,130.5505,103.8659,wrap,4,0
426,129.1007,101.5,wrap,4,0
427,127.7767,99.0615,wrap,4,0
428,126.5821,96.557,wrap,4,0
429,125.5202,93.9935,wrap,4,0
430,124.594,91.3779,wrap,4,0
431,123.8059,88.7174,wrap,4,0
432,123.1582,86.0193,wrap,4,0
433,122.6525,83.291,wrap,4,0
