step,x,y,type,pole,arc_deg
246,193.1415,-128.9568,wrap,5,0
247,194.1877,-131.253,wrap,5,0
248,195.1118,-133.601,wrap,5,0
249,195.9112,-135.9944,wrap,5,0
250,196.5838,-138.4264,wrap,5,0
251,197.1276,-140.8904,wrap,5,0
252,197.5412,-143.3796,wrap,5,0
253,197.8235,-145.8871,wrap,5,0
254,197.9735,-148.4059,wrap,5,0
255,197.991,-150.9291,wrap,5,0
256,197.8759,-153.4498,wrap,5,0
257,197.6284,-155.961,wrap,5,0
258,197.2494,-158.4557,wrap,5,0
259,196.7397,-160.927,wrap,5,0
260,196.1009,-163.3681,wrap,5,0
261,195.3347,-165.7722,wrap,5,0
262,194.4432,-168.1328,wrap,5,0
263,193.4289,-170.4433,wrap,5,0
264,192.2946,-172.6973,wrap,5,0
265,191.0434,-174.8885,wrap,5,0
266,189.6788,-177.011,wrap,5,0
267,188.2045,-179.0588,wrap,5,0
268,186.6247,-181.0264,wrap,5,0
269,184.9436,-182.9081,wrap,5,0
270,183.166,-184.699,wrap,5,0
271,181.2967,-186.3939,wrap,5,0
272,179.3409,-187.9883,wrap,5,0
273,177.304,-189.4777,wrap,5,0
274,175.1917,-190.858,wrap,5,0
275,173.0098,-192.1254,wrap,5,0
276,170.7643,-193.2764,wrap,5,0
277,168.4614,-194.3078,wrap,5,0
278,166.1075,-195.2167,wrap,5,0
279,163.709,-196.0007,wrap,5,0
280,161.2727,-196.6575,wrap,5,0
281,158.8053,-197.1855,wrap,5,0
282,156.3135,-197.583,wrap,5,0
283,153.8042,-197.849,wrap,5,0
284,151.2845,-197.9828,wrap,5,0
285,148.7611,-197.984,wrap,5,0
286,146.2413,-197.8526,wrap,5,0
287,143.7318,-197.589,wrap,5,0
288,141.2396,-197.1938,wrap,5,0
289,138.7716,-196.6682,wrap,5,0
290,136.3347,-196.0137,wrap,5,0
291,133.9355,-195.232,wrap,5,0
292,131.5807,-194.3253,wrap,5,0
293,129.2768,-193.2961,wrap,5,0
294,127.0302,-192.1472,wrap,5,0
295,124.8471,-190.8819,wrap,5,0
296,122.7335,-189.5036,wrap,5,0
297,120.6952,-188.0162,wrap,5,0
298,118.7379,-186.4237,wrap,5,0
299,116.867,-184.7305,wrap,5,0
300,115.0877,-182.9413,wrap,5,0
301,113.4048,-181.0611,wrap,5,0
302,111.8231,-179.0951,wrap,5,0
303,110.3469,-177.0487,wrap,5,0
304,108.9803,-174.9275,wrap,5,0
305,107.727,-172.7374,wrap,5,0
306,106.5905,-170.4845,wrap,5,0
307,105.574,-168.175,wrap,5,0
308,104.6803,-165.8153,wrap,5,0
309,103.9118,-163.4119,wrap,5,0
310,103.2707,-160.9714,wrap,5,0
311,102.7587,-158.5005,wrap,5,0
